지역,구분,no.,시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
,경남,9656,경상남도,창원시 마산회원구,글로벌창의숲 어린이집,민간,정상,51204,경상남도 창원시 마산회원구 금강로 301 (구암동),055-253-0014,055-253-0104,8,193,2,12,14,69,45,35.25359874,128.5963331,운영,,2008-04-08,,,
,경남,9657,경상남도,창원시 마산회원구,쏠티동산어린이집,민간,정상,51218,경상남도 창원시 마산회원구 내서읍 상곡안길 21 ,055-231-2280,055-231-2240,6,339,1,8,14,99,56,35.24335103,128.5029479,운영,,2002-01-23,,,
,경남,9658,경상남도,창원시 마산회원구,아셀어린이집,민간,정상,51364,경상남도 창원시마산회원구 양덕북1길 23 ,055-251-2250,055-251-2250,7,145,1,8,10,46,39,35.23166625,128.5843778,운영,http://m.blog.naver.com/usu122,2001-12-07,,,
,경남,9659,경상남도,창원시 마산회원구,조이어린이집,민간,정상,51364,경상남도 창원시마산회원구 양덕동12길 27 (양덕동),055-294-0881,070-8233-0882,10,413,3,16,22,120,117,35.23073104,128.5861475,운영,키즈노트,2002-11-25,,,
,경남,9660,경상남도,창원시 마산회원구,굿맘아이어린이집,민간,정상,51317,경상남도 창원시 마산회원구 양덕옛2길 16 ,055-295-6040,055-604-5032,4,115,0,6,7,35,18,35.22928436,128.5771244,운영,www.wskids.co.kr.,1996-09-17,,,
,경남,9661,경상남도,창원시 마산회원구,이미지은혜어린이집,민간,정상,51240,경상남도 창원시마산회원구 광려로 28 대동이미지아파트 1단지 복리동 2층,055-291-7381,055-291-7381,4,99,0,5,9,30,22,35.224255,128.50235,운영,,2004-01-30,,,
,경남,9662,경상남도,창원시 마산회원구,참빛어린이집,민간,정상,51311,경상남도 창원시 마산회원구 북성로 267 (석전동),055-295-9503,055-295-9503,5,156,0,5,6,39,18,35.23013587,128.5663136,운영,,2002-03-02,,,
,경남,9663,경상남도,창원시 마산회원구,천사맘어린이집,민간,정상,51206,경상남도 창원시 마산회원구 구암서2길 110-1 (구암동),055-294-1005,055-294-1005,3,64,1,4,6,21,16,35.2495905,128.5944844,미운영,,2010-04-09,,,
,경남,9664,경상남도,창원시 마산회원구,청우 어린이집,민간,정상,51292,경상남도 창원시 마산회원구 회원남33길 32 (회원동),055-223-1752,055-223-1751,6,265,1,7,10,61,45,35.2183489,128.5620742,운영,,2005-09-09,,,
,경남,9665,경상남도,창원시 마산회원구,키드.예넬어린이집,민간,정상,51219,경상남도 창원시마산회원구 내서읍 삼계숲길 225 경상남도 창원시마산회원구 내서읍 삼계리 822,055-231-7017,055-231-7018,3,87,0,3,7,32,4,35.2303014,128.4943741,운영,,1998-10-10,,,
,경남,9666,경상남도,창원시 마산회원구,참좋은하늘채어린이집,민간,정상,51214,경상남도 창원시마산회원구 내서읍 호원로 359 코오롱하늘채 2차아파트 복리동 217동 앞,055-293-6750,0504-321-3341,5,164,2,7,15,48,47,35.26307583,128.5216575,운영,http://blog.naver.com/cje6750,2005-09-01,,,
,경남,9667,경상남도,창원시 마산회원구,행복가득 한마음어린이집,민간,정상,51291,경상남도 창원시 마산회원구 회원북25길 23 (회원동),055-245-6428,055-245-6428,8,201,1,9,11,75,41,35.21989363,128.5636897,운영,,1999-06-03,,,
,경남,9668,경상남도,창원시 마산회원구,한우리다온어린이집,민간,정상,51239,경상남도 창원시마산회원구 내서읍 삼계1길 48 한우리a복지동내,055-232-3622,--,4,82,0,4,7,26,20,35.22809428,128.5043171,미운영,,2001-09-01,,,
,경남,9669,경상남도,창원시 마산회원구,한일어린이집,민간,정상,51318,경상남도 창원시마산회원구 양덕서로 45 한일타운4차 관리동 1층,055-253-0792,055-253-0792,4,77,0,5,7,26,17,35.2277645,128.579592,운영,,2005-08-17,,,
,경남,9670,경상남도,창원시 마산회원구,해든미래클어린이집,민간,정상,630819,경상남도 창원시 마산회원구 회원동29길 63 (회원동),055-248-3412,0505-348-3412,10,251,2,8,5,94,15,35.21864441,128.5755376,운영,http://blog.daum.net/hdmrc,2003-12-29,,,
,경남,9671,경상남도,창원시 마산회원구,호계사랑어린이집,민간,정상,51245,경상남도 창원시 마산회원구 내서읍 구미길 42-4 ,055-231-6742,055-231-6747,9,296,1,12,10,95,66,35.2528872,128.5220783,운영,,2005-05-10,,,
,경남,9672,경상남도,창원시 마산회원구,꿈샘아이어린이집,가정,정상,51239,"경상남도 창원시 마산회원구 내서읍 삼계1길 32 104동 103호(삼계리, 한우리아파트)",055-231-2080,055-231-2080,3,49,0,4,3,14,4,35.22809428,128.5043171,운영,rhsdid1108@hanmail.net,2010-06-25,,,
,경남,9673,경상남도,창원시 마산회원구,아이자람 어린이집,가정,정상,51222,"경상남도 창원시 마산회원구 내서읍 숲속로 8 405동 104호(, 숲속마을주공그린빌4단지아파트)",055-223-1486,055-293-1486,4,54,1,4,3,19,6,35.22857317,128.4975056,운영,,2003-01-07,,,
,경남,9674,경상남도,창원시 마산회원구,숲속엄마품어린이집,가정,정상,51221,"경상남도 창원시 마산회원구 내서읍 숲속로 27 609동 103호(삼계리, 숲속마을주공그린빌6단지아파트)",055-256-1182,055-256-1182,3,43,0,4,7,16,14,35.26415718,128.4933784,운영,,2008-10-09,,,
,경남,9675,경상남도,창원시 마산회원구,라임어린이집,가정,정상,51363,"경상남도 창원시 마산회원구 양덕로 151 208동 102호(양덕동, 한일타운)",070-7803-6980,055-604-6980,3,58,0,4,5,20,13,35.23183832,128.5829014,운영,http://cafe.daum.net/rhyme125,2010-06-25,,,
,경남,9676,경상남도,창원시 마산회원구,사랑샘어린이집,가정,재개,51240,경상남도 창원시 마산회원구 광려로 24-46 ,055-231-1898,--,3,52,0,4,5,18,2,35.22454,128.50201,운영,,2003-12-24,,,
,경남,9677,경상남도,창원시 마산회원구,아이뽀어린이집,가정,정상,51214,경상남도 창원시 마산회원구 내서읍 호원로 359 203동 101호(코오롱하늘채2차아파트),055-292-5855,055-292-5855,4,71,0,4,5,20,4,35.26532,128.5248,운영,,2005-07-21,,,
,경남,9678,경상남도,창원시 마산회원구,예꼬어린이집,가정,정상,51346,"경상남도 창원시 마산회원구 양덕로 48 104동 104호(양덕동, 창원롯데캐슬센텀골드)",055-251-5774,055-251-5774,4,62,1,4,6,20,18,35.23183832,128.5829014,운영,,2010-03-08,,,
,경남,9679,경상남도,창원시 마산회원구,작은별어린이집,가정,정상,51317,"경상남도 창원시 마산회원구 양덕서8길 25 105동 101호(양덕동, 한일타운1차)",055-601-4967,--,4,63,1,4,8,20,15,35.22919982,128.5838504,운영,,2006-12-29,,,
,경남,9680,경상남도,창원시 마산회원구,큰사랑어린이집,가정,정상,51238,경상남도 창원시 마산회원구 내서읍 삼계5길 30 대동 아파트 102동 101호,055-232-3623,055-232-3639,3,60,0,4,5,19,7,35.23071373,128.5032511,운영,,2010-06-25,,,
,경남,9681,경상남도,창원시 마산회원구,해님달님어린이집,가정,정상,51213,"경상남도 창원시마산회원구 호원로 361  -3 115동 104호(호계리, 코오롱타운아파트)",055-297-6107,--,4,51,1,4,8,19,9,35.2654534,128.5254957,운영,,2005-12-06,,,
,경남,9682,경상남도,창원시 마산회원구,해담어린이집,가정,정상,51214,"경상남도 창원시 마산회원구 내서읍 호원로 359 213동 104호(호계리, 코오롱하늘채아파트)",055-294-5682,--,4,80,0,4,7,20,15,35.26148,128.52211,운영,,2005-07-28,,,
,경남,9683,경상남도,창원시 마산회원구,해바라기어린이집,민간,정상,51221,경상남도 창원시 마산회원구 내서읍 숲속로 27 604동(복리동),055-252-6938,055-252-6938,3,65,0,4,8,22,11,35.23163163,128.4992699,운영,agalove2@한메일,2002-04-19,,,
,경남,9684,경상남도,창원시 마산회원구,반디어린이집,가정,정상,51317,"경상남도 창원시 마산회원구 양덕옛2길 16 109동 105호(양덕동, 양덕우성아파트)",055-297-6991,055-297-6991,4,56,0,5,5,20,16,35.22928436,128.5771244,운영,,2010-07-16,,,
,경남,9685,경상남도,창원시 마산회원구,키즈누리 어린이집,가정,정상,51214,"경상남도 창원시 마산회원구 내서읍 호계본동로 18 218동 101호(호계리, 코오롱하늘채아파트)",055-252-1135,055-252-1135,3,55,1,4,6,20,5,35.26148,128.52211,운영,,2010-10-22,,,
,경남,9686,경상남도,창원시 마산회원구,샘보아이어린이집,가정,정상,51355,경상남도 창원시마산회원구 합성동3길 49 ,055-297-7332,055-602-7334,4,90,1,7,5,20,17,35.23562454,128.589727,운영,,2010-11-01,,,
,경남,9687,경상남도,창원시 마산회원구,푸른 어린이집,가정,정상,51226,경상남도 창원시 마산회원구 내서읍 삼계10길 22 117동102호 (더-푸른아파트),055-232-3541,055-231-3551,3,42,0,4,5,14,7,35.23492962,128.5028234,운영,,2010-11-09,,,
,경남,9688,경상남도,창원시 마산회원구,해무리 어린이집,가정,정상,630754,"경상남도 창원시 마산회원구 양덕로 151 201동 101호(양덕동, 한일타운)",055-253-5549,--,3,60,0,4,6,20,16,35.23183832,128.5829014,운영,,2010-11-26,,,
,경남,9689,경상남도,창원시 마산회원구,하륜안계어린이집,가정,정상,51219,경상남도 창원시 마산회원구 내서읍 삼계숲길 267 ,055-231-5246,055-231-4246,3,73,0,4,5,15,9,35.23163895,128.4935753,미운영,,2010-12-09,,,
,경남,9690,경상남도,창원시 마산회원구,경남숲 어린이집,가정,정상,51360,"경상남도 창원시 마산회원구 양덕동16길 22 2동 103호(양덕동, 경남양덕아파트)",055-253-7356,055-253-7356,3,56,0,4,5,19,12,35.23449566,128.5910375,운영,,2011-01-12,,,
,경남,9691,경상남도,창원시 마산회원구,메트로사과나무어린이집,민간,정상,51319,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),055-299-1025,055-299-1025,5,118,0,5,11,44,41,35.22690679,128.5843766,운영,,2011-02-25,,,
,경남,9692,경상남도,창원시 마산회원구,꼬마요정 어린이집,가정,정상,51214,경상남도 창원시 마산회원구 호원로 359 코오롱하늘채2차아파트218동104호,070-4402-7951,--,3,67,0,4,9,20,9,35.26623483,128.5262924,운영,,2011-03-15,,,
,경남,9693,경상남도,창원시 마산회원구,글로벌창의 어린이집,민간,정상,51204,경상남도 창원시 마산회원구 구암북3길 9 (구암동),055-253-5445,055-253-5446,6,205,1,11,13,76,40,35.25185905,128.5926577,운영,,2011-04-06,,,
,경남,9694,경상남도,창원시 마산회원구,빛나는 진명어린이집,가정,재개,51292,경상남도 창원시 마산회원구 교방시장1길 36 ,055-223-2210,055-244-4433,4,70,0,10,4,20,7,35.21799386,128.5638091,미운영,,2011-04-27,,,
,경남,9695,경상남도,창원시 마산회원구,참좋은어린이집,가정,정상,51226,경상남도 창원시 마산회원구 내서읍 삼계10길 22 119동 101호(THE-푸른아파트),055-231-5513,055-231-5513,4,42,0,4,6,14,9,35.23491331,128.5028096,운영,,2011-05-16,,,
,경남,9696,경상남도,창원시 마산회원구,예꿈어린이집,민간,정상,51289,경상남도 창원시 마산회원구 회원동14길 22 (회원동),055-248-7776,055-248-8776,7,134,0,8,5,49,8,35.21984387,128.5725638,운영,faceook.com/yekumkindergarten,2011-06-22,,,
,경남,9697,경상남도,창원시 마산회원구,보물숲어린이집,민간,정상,51246,경상남도 창원시 마산회원구 내서읍 호계샛담길 48 ,055-232-1288,055-232-1288,4,123,1,6,5,46,13,35.26491582,128.5296877,운영,,2011-07-27,,,
,경남,9698,경상남도,창원시 마산회원구,해와달아이어린이집,민간,정상,51215,경상남도 창원시마산회원구 호계안길 36 -13번지,055-232-7866,055-232-7226,7,251,2,9,14,95,52,35.25631097,128.5199364,운영,,2011-08-26,,,
,경남,9699,경상남도,창원시 마산회원구,일화어린이집,민간,정상,51218,경상남도 창원시마산회원구 상곡안길 106-14 ,055-232-9835,055-231-3706,7,375,2,14,11,126,60,35.24602873,128.5000706,운영,,2012-02-20,,,
,경남,9700,경상남도,창원시 마산회원구,사회복지법인금강어린이집,사회복지법인,정상,51363,경상남도 창원시마산회원구 양덕남1길 22 한일2차타운내 사회복지법인 금강어린이집,055-296-4798,055-296-2713,5,512,1,17,19,163,99,35.23091032,128.5827383,운영,키즈노트,1997-01-01,,,
,경남,9701,경상남도,창원시 마산회원구,삼계한샘어린이집,사회복지법인,정상,51223,경상남도 창원시 마산회원구 내서읍 삼계본동2길 9-1 ,055-231-4017,055-231-4018,6,233,0,11,8,49,18,35.23095912,128.4978119,운영,,2005-01-25,,,
,경남,9702,경상남도,창원시 마산회원구,상곡어린이집,사회복지법인,정상,51218,경상남도 창원시 마산회원구 내서읍 상곡안길 106-4 ,055-231-3705,055-231-3706,6,138,0,7,10,46,18,35.24609965,128.4998741,운영,,2005-01-25,,,
,경남,9703,경상남도,창원시 마산회원구,선재어린이집,사회복지법인,정상,51227,경상남도 창원시마산회원구 상곡로 49 내서종합사회복지관 내,055-231-7748,070-7589-7748,4,182,1,8,5,63,18,35.24462629,128.4919065,운영,www.naeseo.or.kr,1994-06-15,,,
,경남,9704,경상남도,창원시 마산회원구,숲속자람터어린이집,사회복지법인,정상,51219,경상남도 창원시 마산회원구 내서읍 삼계로 288-18 ,055-231-0090,055-231-0025,2,179,3,14,4,30,5,35.24248116,128.4792822,운영,jaramt.or.kr,2005-09-30,,,
,경남,9705,경상남도,창원시 마산회원구,인애어린이집,사회복지법인,정상,51351,경상남도 창원시마산회원구 팔용로 272 인애어린이집,055-298-8661,055-296-6361,4,240,1,7,6,120,22,35.2475264,128.601034,운영,,1967-11-16,,,
,경남,9706,경상남도,창원시 마산회원구,호계어린이집,사회복지법인,정상,51245,경상남도 창원시 마산회원구 내서읍 구미길 11-1 ,055-231-6741,055-231-6747,6,141,2,8,9,49,17,35.25288305,128.5216388,운영,,2005-03-01,,,
,경남,9707,경상남도,창원시 마산회원구,아마데우스어린이집,민간,정상,51350,경상남도 창원시 마산회원구 구암남10길 15 대동아파트 복리동 (구암동),055-252-7416,055-252-7415,4,115,0,7,12,45,39,35.24976709,128.5989687,운영,,1996-12-01,,,
,경남,9708,경상남도,창원시 마산회원구,코오롱한샘어린이집,민간,정상,51213,경상남도 창원시마산회원구 내서읍 호원로 361-3 코오롱 1차 119동 뒤 경로당 2층 코오롱한샘 어린이집,055-251-6752,055-255-6751,5,153,1,8,10,60,24,35.24677084,128.5076602,운영,,2001-12-03,,,
,경남,9709,경상남도,창원시 마산회원구,BNK창원어린이집,직장,정상,51366,경상남도 창원시 마산회원구 양덕로 135 (양덕동),055-296-7166,055-296-8038,4,277,0,20,11,49,26,35.23057646,128.5840103,미운영,,2007-08-16,,,
,경남,9710,경상남도,창원시 마산회원구,열림어린이집,민간,정상,51228,"경상남도 창원시 마산회원구 내서읍 중리상곡로 20-1 (내서읍, 유아원동)",055-232-0043,055-231-0048,4,133,0,5,8,39,14,35.24351619,128.5055962,운영, http://cafe.naver.com/opendaycare ,2014-08-29,,,
,경남,9711,경상남도,창원시 마산회원구,행복가득하늘채어린이집,가정,정상,51318,경상남도 창원시 마산회원구 양덕서5길 15 102동 102호(양덕동 코오롱하늘채),055-295-1102,--,4,60,0,4,5,20,8,35.2270647,128.5795015,미운영,,2016-04-18,,,
,경남,9712,경상남도,창원시 마산회원구,메트로아이꽃뜰어린이집,민간,정상,51319,경상남도 창원시 마산회원구 삼호로 80 메트로시티2차아파트내,055-292-9877,055-292-9877,7,238,1,11,17,66,66,35.2274152,128.5747062,미운영,,2016-07-22,,,
,경남,9713,경상남도,창원시 마산회원구,삼성창원병원 직장어린이집,직장,정상,51353,경상남도 창원시 마산회원구 팔용로 158 ,055-233-8686,055-233-8689,3,93,0,7,9,35,26,35.2429513,128.5920191,미운영,,2016-10-21,,,
,경남,9714,경상남도,창원시 마산회원구,하늘채우솔어린이집,민간,정상,51318,경상남도 창원시 마산회원구 양덕서5길 15 ,055-292-9936,055-291-9936,5,130,0,6,12,49,44,35.22679184,128.579002,운영,,2017-02-23,,,
,경남,9715,경상남도,창원시 마산회원구,창원시립 롯데캐슬어린이집,국공립,정상,51208,"경상남도 창원시 마산회원구 합성북16길 197 (합성동, 롯데캐슬더퍼스트)",055-292-1771,055-293-1771,5,172,1,8,12,58,44,35.24646241,128.5887242,미운영,,2019-08-01,,,
,경남,9716,경상남도,창원시 마산회원구,창원시립 메트로석전어린이집,국공립,정상,51314,"경상남도 창원시 마산회원구 석전남8길 40 109동(석전동,창원 메트로시티 석전)",055-713-6004,055-713-6003,5,155,2,13,15,58,50,35.22971071,128.5704309,미운영,,2020-01-01,,,
,경남,9717,경상남도,창원시 마산회원구,금솔어린이집,가정,정상,51314,경상남도 창원시 마산회원구 석전남8길 40 석전메트로 102동 102호,055-601-9003,--,4,67,0,4,7,20,20,35.22935895,128.571841,미운영,,2020-03-19,,,
,경남,9718,경상남도,창원시 마산회원구,창원시립 e편한세상어린이집,국공립,정상,51290,"경상남도 창원시 마산회원구 회원남로 65 (회원동,e편한세상창원파크센트럴2단지)",055-242-6616,055-221-6616,5,206,1,8,10,65,27,35.22028853,128.5693707,미운영,,2020-10-01,,,
,경남,9719,경상남도,창원시 마산회원구,창원시립 햇님어린이집,국공립,정상,51240,경상남도 창원시 마산회원구 내서읍 광려로 29 207동 102호(대동이미지아파트),055-293-9964,055-293-9964,3,61,0,4,9,18,15,35.223319,128.5028317,운영,,2020-12-01,,,
,경남,9720,경상남도,창원시 마산회원구,창원시립 동신해나라어린이집,국공립,정상,51231,경상남도 창원시 마산회원구 내서읍 중리상곡로 134 동신2차아파트 202동 뒤 1층건물,055-603-6007,055-603-6008,4,97,0,6,10,36,21,35.25094314,128.5117542,운영,,2021-03-01,,,
,경남,9721,경상남도,창원시 마산회원구,e편한세상키즈어린이집,민간,정상,51287,경상남도 창원시 마산회원구 회원북13길 20 e편한세상 창원파크센트럴1단지 관리동,055-221-2021,--,5,154,2,10,12,58,55,35.2224344,128.5701671,미운영,,2022-02-09,,,
,경남,9722,경상남도,창원시 마산회원구,창원시립 수피아어린이집,국공립,정상,51244,경상남도 창원시 마산회원구 내서읍 옥정1길 9-2 ,055-232-0336,055-231-0335,6,204,1,11,12,59,39,35.24867647,128.5225392,운영,,2022-03-01,,,
,경남,9723,경상남도,창원시 마산회원구,해솔어린이집,직장,정상,51320,경상남도 창원시 마산회원구 합포로 285 잘본병원 2층,055-253-7800,055-253-7100,6,507,1,11,17,60,56,35.22291821,128.5871421,미운영,,2022-04-22,,,
,경남,9724,경상남도,창원시 마산회원구,더푸른다솜어린이집,민간,정상,51226,경상남도 창원시 마산회원구 내서읍 삼계10길 22 더푸른아파트 관리동1층,055-231-0848,--,4,111,0,5,7,37,16,35.23544873,128.5039641,운영,https://m.blog.naver.com/mussobe,2023-06-28,,,
,경남,9725,경상남도,창원시 진해구,슈퍼키즈어린이집,민간,정상,51671,경상남도 창원시 진해구 진해대로694번길 5-6 ,055-543-0906,055-551-0960,8,267,1,10,18,98,63,35.15881256,128.6919005,운영,http://cafe.naver.com/superkidse,2004-12-16,,,
,경남,9726,경상남도,창원시 진해구,킹스키즈어린이집,민간,정상,51584,경상남도 창원시 진해구 조천로23번길 14 (경화동),055-544-2268,055-544-2269,9,260,1,11,15,98,42,35.15986896,128.6834927,운영,,2007-12-26,,,
,경남,9727,경상남도,창원시 진해구,해화어린이집,민간,정상,51584,경상남도 창원시 진해구 조천북로 88 (경화동),055-541-6565,055-541-6567,9,341,1,16,10,86,42,35.16106005,128.6816773,운영,,2008-02-18,,,
,경남,9728,경상남도,창원시 진해구,벚꽃그린빌어린이집,가정,정상,51595,경상남도 창원시 진해구 석동로 60 벚꽃그린빌 3단지복지동,055-542-4999,055--,3,51,2,4,7,19,11,35.1549482,128.7068891,운영,,2003-05-02,,,
,경남,9729,경상남도,창원시 진해구,우림큰사랑어린이집,민간,정상,51674,"경상남도 창원시 진해구 해원로 45 112동(석동, 진해석동우림필유)",055-546-3783,0504-368-6091,4,127,0,8,6,38,12,35.15529144,128.6958669,미운영,,2008-12-30,,,
,경남,9730,경상남도,창원시 진해구,푸르지오어린이집,가정,정상,51582,경상남도 창원시 진해구 진해대로 725 석동 대우푸르지오 아파트 내 복리층,055-542-8737,0504-060-7936,4,130,0,6,5,20,9,35.15865495,128.7000358,미운영,http://blog.daum.net/pmww33/7736905,2007-05-22,,,
,경남,9731,경상남도,창원시 진해구,엄마사랑어린이집,민간,정상,51586,경상남도 창원시 진해구 진해대로789번길 24 (석동),055-547-0021,--,9,248,2,14,14,80,63,35.15828375,128.7021851,운영,,2008-05-13,,,
,경남,9732,경상남도,창원시 진해구,사랑숲어린이집,민간,정상,51598,경상남도 창원시 진해구 마천로 14-7 ,055-551-0345,055-551-0559,6,328,1,8,14,83,60,35.12569843,128.7853237,운영,,2003-04-02,,,
,경남,9733,경상남도,창원시 진해구,배화어린이집,민간,정상,51600,경상남도 창원시 진해구 남의로116번길 27 (두동),055-542-9553,055-542-9588,6,423,3,16,11,157,29,35.11422708,128.7959545,운영,,2004-12-16,,,
,경남,9734,경상남도,창원시 진해구,아이천국어린이집,민간,정상,51598,경상남도 창원시 진해구 웅동로 51 마천동 134-12,055-551-7762,070-4369-7767,4,110,1,7,0,39,0,35.12552282,128.7826504,운영,키즈노트,2003-08-23,,,
,경남,9735,경상남도,창원시 진해구,꽃뜰에어린이집,민간,정상,51603,경상남도 창원시 진해구 용원북로11번길 8 (용원동),055-552-9552,055-552-9553,5,238,1,8,7,90,23,35.10407168,128.8152245,미운영,,2010-02-26,,,
,경남,9736,경상남도,창원시 진해구,맑은샘어린이집,민간,정상,51607,경상남도 창원시 진해구 안청로 124 서광해인로즈빌 관리동 맑은샘어린이집,055-544-0145,--,4,96,0,4,6,26,25,35.10736191,128.8056417,운영,,2009-03-05,,,
,경남,9737,경상남도,창원시 진해구,일신산새소리어린이집,민간,정상,51606,"경상남도 창원시 진해구 안골로 359 (용원동, 일신님아파트 복리동)",055-547-9677,055-547-9677,4,118,0,5,7,27,14,35.103492,128.8091857,운영,키즈노트 ,2006-06-29,,,
,경남,9738,경상남도,창원시 진해구,쁘띠어린이집,가정,정상,51621,경상남도 창원시 진해구 웅천중로56번길 11-1 ,055-545-7875,055-545-7875,8,152,0,6,4,20,6,35.111376,128.7502835,운영,0212heejin@daum.net,2000-03-02,,,
,경남,9739,경상남도,창원시 진해구,발도르프예쁜어린이집,민간,정상,51637,경상남도 창원시 진해구 냉천로129번길 30-1 (자은동),055-547-2772,055-547-2772,7,130,0,8,9,49,19,35.15098526,128.7091477,운영,,2006-01-03,,,
,경남,9740,경상남도,창원시 진해구,하늘소어린이집,민간,정상,51637,경상남도 창원시 진해구 자은로64번길 13 (자은동),055-547-3864,055-542-3864,8,294,2,8,16,99,56,35.15013036,128.7090096,운영,,2005-01-25,,,
,경남,9741,경상남도,창원시 진해구,홍익어린이집,민간,정상,51676,경상남도 창원시 진해구 편백로7번길 20 (회현동),055-545-3555,055-543-0333,8,402,2,25,10,113,27,35.15125566,128.657259,운영,esunja@hanmail.net,1996-12-07,,,
,경남,9742,경상남도,창원시 진해구,숙명어린이집,민간,정상,51578,경상남도 창원시 진해구 태백서로 75 (태백동),055-542-9551,055-543-9551,6,255,2,7,9,93,29,35.15767954,128.6744641,운영,,2007-02-09,,,
,경남,9743,경상남도,창원시 진해구,궁전어린이집,가정,정상,51703,경상남도 창원시 진해구 태평로48번길 9 (충의동),055-542-7531,055-542-7531,3,75,0,4,4,20,6,35.14480888,128.6645479,운영,,1998-03-13,,,
,경남,9744,경상남도,창원시 진해구,글로리아어린이집,민간,정상,51682,경상남도 창원시 진해구 태평로 80 글로리아어린이집,055-541-0068,055-541-1130,7,337,2,8,8,98,23,35.14376672,128.6683387,운영,,2009-03-05,,,
,경남,9745,경상남도,창원시 진해구,파랑새어린이집,민간,정상,51654,"경상남도 창원시 진해구 진해대로1026번길 15 부길하이츠빌라 101,102 (풍호동)",055-551-3226,055-551-3226,5,109,1,6,7,39,18,35.13747362,128.7061139,운영,http//cafe.never.com/sinbilove,1999-08-19,,,
,경남,9746,경상남도,창원시 진해구,조이어린이집,민간,정상,51644,경상남도 창원시 진해구 천자로413번길 5 (풍호동),055-542-3881,070-4009-0188,12,609,1,22,30,161,146,35.13558187,128.709713,운영,,2009-03-11,,,
,경남,9747,경상남도,창원시 진해구,한림웰빙 어린이집,가정,재개,51643,경상남도 창원시 진해구 풍호로 68 한림리츠빌아파트 내 관리동 (풍호동),055-604-5681,055-604-5681,4,88,0,4,0,20,0,35.13851995,128.7094982,미운영,,2006-01-20,,,
,경남,9748,경상남도,창원시 진해구,해누리어린이집,민간,정상,51632,경상남도 창원시 진해구 행암로 25 대동다숲아파트내 복리동 해누리어린이집,055-542-3066,055-542-3066,4,103,0,5,11,39,32,35.129227,128.7049,운영,01054807820,2008-12-03,,,
,경남,9749,경상남도,창원시 진해구,꿈사랑어린이집,가정,정상,51595,"경상남도 창원시 진해구 석동로 60 320동 104호(석동, 벚꽃그린주공아파트)",055-552-0506,--,4,58,0,4,5,15,7,35.1549482,128.7068891,운영,,2008-05-09,,,
,경남,9750,경상남도,창원시 진해구,베베천사어린이집,가정,정상,51674,"경상남도 창원시 진해구 해원로 45 123동103호(석동,우림필유)",055-545-0675,070-4009-4845,3,58,0,4,7,19,18,35.15624401,128.7029348,운영,,2008-03-21,,,
,경남,9751,경상남도,창원시 진해구,우림필유어린이집,가정,정상,51674,"경상남도 창원시 진해구 해원로 29 111동 103호(석동, 진해석동우림필유)",055-544-3215,--,3,64,0,4,0,20,0,35.15529144,128.6958669,미운영,,2008-05-30,,,
,경남,9752,경상남도,창원시 진해구,이솝어린이집,가정,정상,51594,"경상남도 창원시 진해구 석동로 80 410동 104호(석동, 벚꽃그린빌주공4단지)",055-551-2328,--,4,46,0,4,5,17,11,35.1549482,128.7068891,운영,,2002-10-05,,,
,경남,9753,경상남도,창원시 진해구,해오름아기세상어린이집,가정,정상,51600,"경상남도 창원시 진해구 웅동로 182 102동 103호(두동, 희가로아파트)",055-551-9327,055-604-9322,4,62,0,4,6,19,11,35.11965478,128.7913699,운영,,2005-12-15,,,
,경남,9754,경상남도,창원시 진해구,꼬맹이어린이집,가정,정상,51603,경상남도 창원시 진해구 용원북로12번안길 19 (용원동),055-552-0239,--,3,58,0,4,6,20,16,35.10275102,128.8189824,운영,,2003-03-28,,,
,경남,9755,경상남도,창원시 진해구,리치어린이집,가정,재개,51606,"경상남도 창원시 진해구 안골로 359 102동 104호(용원동, 일신님)",055-552-9066,055-547-9066,4,57,0,4,6,19,12,35.102703,128.80698,운영,,2010-03-12,,,
,경남,9756,경상남도,창원시 진해구,꿈이자라는어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청북로 42 103동 102호(용원동, 진해녹산현대아파트)",055-980-9669,--,3,53,0,4,1,19,0,35.1039278,128.8088469,운영,,2009-12-15,,,
,경남,9757,경상남도,창원시 진해구,높푸른어린이집,가정,정상,51606,"경상남도 창원시 진해구 안골로 359 101동 106호(용원동, 일신님)",055-546-6829,055-609-6828,4,53,0,4,6,19,14,35.103493,128.80919,운영,,2010-02-26,,,
,경남,9758,경상남도,창원시 진해구,재미팡팡어린이집,가정,정상,51606,"경상남도 창원시 진해구 안청남로 33 107동 105호(용원동, 코아루)",055-552-2498,--,4,69,0,4,7,19,15,35.101067,128.80673,운영,,2008-10-01,,,
,경남,9759,경상남도,창원시 진해구,샛별어린이집,가정,정상,51609,경상남도 창원시 진해구 안골로298번길 3-6 ,055-552-4196,--,3,67,0,4,3,20,8,35.09842634,128.8073766,운영,,2005-03-18,,,
